21/608,"21.414512, 39.896783",Tent
23/608,"21.414179, 39.897204",Tent
25/608,"21.413835, 39.897715",Tent
18/616,"21.414999, 39.898289",Tent
24/616,"21.413051, 39.900368",Tent
22/616,"21.413764, 39.899654",Tent
20/616,"21.414393, 39.898914",Tent
27/608,"21.413443, 39.898225",Tent
29/608,"21.413027, 39.898850",Tent
51/068,"21.413597, 39.894384",Tent
53/068,"21.413300, 39.894933",Tent
24/608,"21.414750, 39.895303",Tent
26/608,"21.414061, 39.896235",Tent
20/608,"21.413728, 39.896885",Tent
30/608,"21.413372, 39.897306",Tent
57/068,"21.412718, 39.897000",Tent
55/068,"21.413051, 39.895967",Tent
59/068,"21.412908, 39.897893",Tent
44/068,"21.412956, 39.894180",Tent
48/068,"21.412540, 39.895163",Tent
Albaiea,"21.424693, 39.867463",Masjid
Albaik,"21.423715, 39.864707",Restaurant
Big Jamara,"21.421766, 39.871254",Jamarat
Middle jamara,"21.420937, 39.873292",Jamarat
Small Jamara,"21.420088, 39.874515",Jamarat
Civil Defense - King Fahad Road,"21.418474, 39.883991",Civil Defense
Civil Defense - Souq Al Arab,"21.416388, 39.883069",Civil Defense
Toilet - King Abdul Aziz Road,"21.412620, 39.883227",Toilets
Muna General Hospital,"21.413609, 39.880148",Hospital
Toilet - King Abdul Aziz Road,"21.411731, 39.880781",Toilets
Toilet - King Abdul Aziz Road,"21.410852, 39.885373",Toilets
Red Cresent Hospital,"21.408265, 39.893774",Hospital
Red cresent emergency unit,"21.406517, 39.894943",Hospital
Muna Train station 2,"21.404549, 39.891520",Train
Muna Train station Jamarat,"21.418233, 39.870921",Train
Muna Train station 1,"21.399482, 39.897925",Train
Armed Forces Hospital,"21.399132, 39.899180",Hospital
Muna Alwadi Hospital,"21.413244, 39.901721",Hospital
Medical Center,"21.422392, 39.900549",Hospital
Masharil haram - Muzdalifa,"21.386290, 39.912376",Masjid
Muzdalifa Train Station 1,"21.378527, 39.917923",Train
Arafat Train Station 3,"21.346057, 39.961116",Train
Arafat Train Station 2,"21.340891, 39.969495",Train
Arafat Train Station 1,"21.336814, 39.975256",Train
East Arafa Hospital,"21.334675, 39.987065",Hospital
Jabal Rahma,"21.354797, 39.984038",General
Kashaf center,"21.410788, 39.893134",General
Wadi Mahsar,"21.411477, 39.896782",General
Masjid Al Khaif, "21.415115, 39.878160",Masjid
